"ID","name","host_id","host_name","neighbourhood","latitude","longitude","room_type","price","minimum_nights","number_of_reviews","last_review","reviews_per_month","calculated_host_listings_count","availability_365"
4779,"Sleep4-Parking-DePaul-LincPark-English Garden (21)",235859050,"Bennett","Lincoln Park",41.91974,-87.65296,"Entire home/apt",155,2,0,"",NA,7,78
4780,"Swanky Gold Coast Boutique Hotel - King Bed",303686027,"Viceroy","Near North Side",41.90337,-87.62984,"Private room",145,1,1,"2019-12-23",0.11,9,73
4781,"Luxurious Private Room with King Bed",303686027,"Viceroy","Near North Side",41.90186,-87.62798,"Private room",165,1,1,"2020-01-13",0.12,9,73
4782,"Luxurious Private Room with  2 Queen Beds",303686027,"Viceroy","Near North Side",41.90141,-87.62963,"Private room",165,1,1,"2020-08-20",0.91,9,92
4783,"Luxurious Private King Room with Lake View",303686027,"Viceroy","Near North Side",41.90211,-87.62917,"Private room",189,1,5,"2020-08-23",0.76,9,98
4784,"Luxurious 2 Queen Private Room with Lake View",303686027,"Viceroy","Near North Side",41.90186,-87.62806,"Private room",189,1,0,"",NA,9,102
4785,"Swanky Gold Coast Boutique Hotel - King Bed",303686027,"Viceroy","Near North Side",41.90201,-87.6299,"Private room",195,1,0,"",NA,9,74
4786,"Luxurious Private King Room with Lake View",303686027,"Viceroy","Near North Side",41.90201,-87.62955,"Private room",215,1,0,"",NA,9,83
4787,"Luxurious Private Suite with Lake View",303686027,"Viceroy","Near North Side",41.90148,-87.62849,"Private room",595,1,0,"",NA,9,72
4788,"Luxurious Penthouse in Boutique Hotel Near North",303686027,"Viceroy","Near North Side",41.90175,-87.62961,"Private room",1015,1,1,"2020-01-19",0.12,9,60
4789,"Cozy Home Away From Home",303915234,"Rema","Near West Side",41.88904,-87.64134,"Entire home/apt",125,1,1,"2019-10-26",0.09,1,0
4790,"30 E. Huron #3406 Private Residence",257464365,"Kevin","Near North Side",41.89482,-87.62594,"Entire home/apt",85,30,0,"",NA,15,49
4791,"CHICAGO OR AIRPORT in just 20 min. For less  !!",110050671,"Mark","Jefferson Park",41.96809,-87.7536,"Entire home/apt",108,3,1,"2020-09-18",1,1,361
4792,"Bright Bucktown/ Logan Square entire apartment",20028081,"Amanda","Logan Square",41.92036,-87.68671,"Entire home/apt",68,1,6,"2020-03-14",0.64,1,0
4793,"30 E. Huron #2907 Private Residence",257464365,"Kevin","Near North Side",41.89568,-87.62699,"Entire home/apt",98,30,1,"2020-01-06",0.12,15,86
4794,"Unique  2 bedroom bungalow  in Ukrainian Village",134285327,"Margaret","West Town",41.89698,-87.67743,"Entire home/apt",75,3,11,"2020-08-30",1,2,80
4795,"11-People/5-Bed Rooms/Spacious Apartment",175332894,"Tingting","Portage Park",41.96639,-87.75253,"Entire home/apt",215,2,12,"2020-03-01",1.21,1,0
4796,"Steps to UChicago | Easy Access + W&D | Zencity",47172572,"Zencity","Hyde Park",41.79816,-87.59684,"Entire home/apt",68,1,36,"2020-09-14",3.43,62,138
4797,"PRIVATE BEDROOM in a modern apt near HYDE PARK",132695606,"John","Grand Boulevard",41.81574,-87.60757,"Private room",995,1,5,"2020-02-16",0.47,1,90
4798,"Spacious and large bedroom  near the U of C",219102815,"Jeanne","Hyde Park",41.8004,-87.60134,"Private room",29,31,0,"",NA,2,89
4799,"Spacious Lakeview 3BR, w/ W/D, close to Wrigley Field by Blueground",107434423,"Blueground","Lake View",41.94492,-87.66426,"Entire home/apt",186,30,0,"",NA,205,294
4800,"Best Location! LUX 2/2 Condo 51st fl Amazing Views",32960567,"Chris","Near North Side",41.89407,-87.62722,"Entire home/apt",225,29,1,"2020-05-31",0.26,2,183
4801,"Cozy Logan Square Apartment",180382279,"Ashley","Logan Square",41.93032,-87.69931,"Entire home/apt",120,2,9,"2020-07-17",0.85,1,59
4802,"Black and White Vintage Room Block to Blue Line",11108717,"Chris","Irving Park",41.94659,-87.71667,"Private room",35,14,0,"",NA,4,74
4803,"La Casita",141596426,"Salvador","Lower West Side",41.84783,-87.67964,"Entire home/apt",66,2,27,"2020-09-13",2.52,1,136
4804,"Bronzeville high end duplex",304323050,"Derek","Oakland",41.81966,-87.60241,"Entire home/apt",800,3,0,"",NA,1,90
4805,"Spacious & Modern Family Friendly North Center Apt",6335221,"Justin","North Center",41.95849,-87.68135,"Entire home/apt",142,2,17,"2020-08-13",1.68,1,335
4806,"Near UChicago Happy Home Private w/ Free Parking",91186260,"Jessie","Washington Park",41.79677,-87.62689,"Private room",28,6,3,"2020-01-02",0.29,6,1
4807,"Private Room with Free Parking near Downtown",59229431,"Chris","Humboldt Park",41.90883,-87.7167,"Private room",20,1,9,"2019-12-01",0.81,1,0
4808,"Pvt bedroom near medical district and west loop",304355690,"Brendan","East Garfield Park",41.88182,-87.69906,"Private room",85,1,0,"",NA,1,0
4809,"Single room for rent",139828696,"Carlessa","South Chicago",41.74579,-87.56907,"Private room",35,60,0,"",NA,2,364
4810,"Welcome home",304386468,"Pat","Bridgeport",41.8387,-87.6414,"Entire home/apt",99,1,8,"2020-03-08",0.79,1,49
4811,"Private room in a renovated house, shared bath",17619548,"Moson","Gage Park",41.79601,-87.68676,"Private room",40,1,1,"2020-02-15",0.14,1,80
4812,"A cozy room for solo travelers | Mins to the Loop",28939433,"Tamara","Lower West Side",41.85203,-87.68477,"Private room",45,2,16,"2020-08-09",1.65,1,9
4813,"Oak lawn apartment",220041281,"Ali","Mount Greenwood",41.70733,-87.71977,"Entire home/apt",56,1,34,"2020-09-16",3.29,1,285
4814,"Cozy Garden Apt",279838160,"Willie","Austin",41.90583,-87.76173,"Private room",70,30,0,"",NA,1,365
4815,"Wicker Park Top-Floor Private Balcony Views",60777581,"Sara","West Town",41.90753,-87.66828,"Entire home/apt",110,2,23,"2020-09-13",2.14,1,326
4816,"Live like a local in Logan Square - Close to train",87601336,"Jon","Logan Square",41.92669,-87.69391,"Private room",35,1,13,"2020-03-16",1.2,6,0
4817,"Full bed w/Netflix near , UofChicago, and train",299139831,"D","Washington Park",41.78803,-87.61806,"Private room",32,1,13,"2020-03-16",1.26,3,264
4818,"Private 4B/2BA Wrigley Field Home With Parking",206009013,"Maximillian","Lake View",41.94619,-87.66167,"Entire home/apt",450,2,12,"2020-03-01",1.1,1,100
4819,"Student Friendly Room near Montrose Blue Line #1/3",269600819,"Allison","Irving Park",41.96169,-87.73336,"Private room",30,7,1,"2020-08-31",1,4,132
4820,"Student Friendly Room near Montrose Blue Line #3/3",269600819,"Allison","Irving Park",41.96133,-87.73416,"Private room",33,7,1,"2020-08-20",0.91,4,140
4821,"Relaxing, Spacious and Sunny Chicago Apartment",25138162,"Drew","West Town",41.90461,-87.66614,"Private room",62,4,0,"",NA,1,0
4822,"Incredibly Spacious 2 BDRM Apt / Family Friendly",7239384,"Joe","North Center",41.9588,-87.67989,"Entire home/apt",135,2,5,"2020-09-12",0.63,1,160
4823,"Cute condo stay in portage park",231999998,"Anila","Belmont Cragin",41.9374,-87.78053,"Entire home/apt",200,2,4,"2020-01-20",0.42,1,365
4824,"Coach House in the heart of Gold Coast",2704875,"Michael","Near North Side",41.89759,-87.62889,"Entire home/apt",75,1,1,"2019-12-19",0.11,1,78
4825,"Music Recording studio & stay-in",117391833,"Charzele","Austin",41.89836,-87.74459,"Entire home/apt",100,1,7,"2020-02-23",0.68,1,362
4826,"Among Chicago's best known luxury high-rises",244742473,"Anthony","Near North Side",41.89484,-87.62858,"Entire home/apt",76,30,2,"2020-05-31",0.36,1,137
4827,"Garden Unit in the Medical District/TRI-TAYLOR",161332679,"Jay","Near West Side",41.86871,-87.68471,"Entire home/apt",62,5,1,"2020-08-09",0.68,1,20
4828,"Vintage Suite Home Chicago by Park/Sox/Transit",51220896,"Kate","Mckinley Park",41.82346,-87.67165,"Private room",54,2,36,"2020-09-21",3.39,1,29
4829,"Spacious Lakefront Chicago Condo",163330664,"Scarlett","Rogers Park",42.0109,-87.66451,"Entire home/apt",60,1,0,"",NA,1,0
4830,"Comfy homestay",305083021,"Nikki","New City",41.81382,-87.64173,"Private room",45,5,0,"",NA,2,364
4831,"United Center Welcome",15230376,"Joël","Near West Side",41.88196,-87.682,"Entire home/apt",76,2,10,"2020-09-20",1.57,1,41
4832,"LOOP RANDOLPH TOWER STUDIO GYM POOL DOWNTOWN (59)",9400379,"ExecuSuite Inc.","Loop",41.88488,-87.63337,"Entire home/apt",70,31,0,"",NA,30,82
4833,"◆◆◆ Work, Play, Eat | Close to Everything ◆◆◆",151133847,"Candace","West Town",41.89328,-87.66142,"Entire home/apt",227,3,15,"2020-09-19",1.42,3,209
4834,"Logan Square Garden Getaway",20475301,"Paige & Nathan","Logan Square",41.92115,-87.72159,"Entire home/apt",88,2,18,"2020-09-20",1.87,2,226
4835,"WRIGLEY/BOYSTOWN Private room in 2B/1BTH condo!",34947294,"Lara","Lake View",41.94794,-87.64495,"Private room",94,1,0,"",NA,1,109
4836,"Modern Spacious Home in Pilsen!",62182254,"Eric","Lower West Side",41.85478,-87.67766,"Entire home/apt",215,1,5,"2019-12-04",0.47,1,0
4837,"Private Room: w/ Priv.  Bath close to downtown!",69635106,"Isaias","Lower West Side",41.85823,-87.66002,"Private room",50,1,4,"2020-03-16",0.4,2,0
4838,"Charming Wrigley Walk-up Steps From Everything",306931049,"Taila","Lake View",41.94761,-87.65112,"Entire home/apt",80,1,1,"2019-11-17",0.1,1,0
4839,"GOATHOTE | 3/2 APT W/ PRIVATE ROOFTOP | WEST LOOP",244000490,"Goathote","West Town",41.89017,-87.65633,"Entire home/apt",112,1,35,"2020-09-13",3.47,18,355
4840,"Downtown1 Apartment",163007820,"Ray","Near North Side",41.8876,-87.63322,"Entire home/apt",270,14,0,"",NA,1,1
4841,"2 Separate Suites across the hall from each other!",265211584,"Tbfs","West Town",41.89958,-87.65674,"Entire home/apt",785,2,2,"2020-03-01",0.23,3,321
4842,"House 5863- 1st Floor 2 Bedroom Suite",3730806,"Erickson","Edgewater",41.98818,-87.66407,"Private room",524,1,0,"",NA,6,230
4843,"House 5863- Room 2",3730806,"Erickson","Edgewater",41.98821,-87.66593,"Private room",115,1,0,"",NA,6,328
4844,"House 5863- Room 1",3730806,"Erickson","Edgewater",41.98932,-87.6652,"Private room",119,1,0,"",NA,6,297
4845,"House 5863- Room 4",3730806,"Erickson","Edgewater",41.98966,-87.66376,"Private room",148,1,0,"",NA,6,305
4846,"House 5863- Room 3",3730806,"Erickson","Edgewater",41.98881,-87.664,"Private room",128,1,0,"",NA,6,306
4847,"House 5863- Room 5",3730806,"Erickson","Edgewater",41.98902,-87.66365,"Private room",119,1,0,"",NA,6,304
4848,"*2 BEDROOM 2 BATH BY NORTHWESTERN  Clean+ Netflix*",49626033,"Roma","Near North Side",41.89823,-87.62173,"Entire home/apt",50,1,5,"2020-02-18",0.48,27,1
4849,"Mod River North 2BR w/ Gym, W/D, near Magnificent Mile, by Blueground",107434423,"Blueground","Near North Side",41.89622,-87.62571,"Entire home/apt",188,30,0,"",NA,205,294
4850,"Lux River North 1BR w/ Gym, W/D, near Magnificent Mile, by Blueground",107434423,"Blueground","Near North Side",41.89622,-87.62571,"Entire home/apt",176,30,1,"2020-03-16",0.16,205,97
4851,"Hip River North 1BR w/ Gym, W/D, near Magnificent Mile, by Blueground",107434423,"Blueground","Near North Side",41.89622,-87.62571,"Entire home/apt",139,30,0,"",NA,205,324
4852,"Ideal River North 2BR w/ Gym, W/D, near Magnificent Mile, by Blueground",107434423,"Blueground","Near North Side",41.89622,-87.62571,"Entire home/apt",184,30,1,"2020-01-20",0.12,205,365
4853,"Hip River North 1BR w/ Gym, W/D, near Magnificent Mile, by Blueground",107434423,"Blueground","Near North Side",41.89622,-87.62571,"Entire home/apt",135,30,0,"",NA,205,347
4854,"Bright Loop 1BR w/ Gym, Pool, near Millennium Park by Blueground",107434423,"Blueground","Loop",41.88558,-87.6257,"Entire home/apt",112,30,0,"",NA,205,1
4855,"Cosy Loop 1BR w/ Gym, Pool, near Theatre District, by Blueground",107434423,"Blueground","Loop",41.88558,-87.6257,"Entire home/apt",139,30,0,"",NA,205,247
4856,"Lovely Loop 1BR w/ Gym, Pool, nr. Theatre District, by Blueground",107434423,"Blueground","Loop",41.88558,-87.6257,"Entire home/apt",116,30,1,"2020-01-31",0.13,205,352
4857,"Mod Loop 1BR w/ Gym, Pool, nr. Millennium Park, by Blueground",107434423,"Blueground","Loop",41.88558,-87.6257,"Entire home/apt",125,30,0,"",NA,205,299
4858,"LAKEVIEW 2 BEDROOM NEXT TO WHOLE FOODS + OFFICE",49626033,"Roma","Lake View",41.93933,-87.66585,"Entire home/apt",75,31,1,"2020-03-31",0.17,27,346
4859,"HighSpeed WIFI - NEXT TO WHOLE FOODS  free Laundry",49626033,"Roma","Lake View",41.94047,-87.66655,"Entire home/apt",80,28,2,"2020-02-01",0.2,27,365
4860,"LOVELY PRIVATE ROOM IN GREAT AREA(1)",305752765,"Johann","West Lawn",41.77624,-87.72068,"Private room",32,1,3,"2019-11-25",0.29,2,0
4861,"PRIVATE FLOOR ⚡️Two Sunlit Rooms in Chicago Centre",105147142,"Tuan","Jefferson Park",41.97539,-87.7768,"Entire home/apt",55,1,43,"2020-09-14",3.98,4,69
4862,"Private West Loop 2BR/BA Recent Remodel w/ Parking",305772732,"Tom","Near West Side",41.88303,-87.66902,"Entire home/apt",250,1,1,"2019-11-15",0.1,1,89
4863,"Mi Casa Su Casa. Foundation of Love!",302520014,"Mark","Englewood",41.7611,-87.64685,"Entire home/apt",65,2,2,"2020-01-13",0.22,1,365
4864,"Cozy Spacious Condo in the Heart of Roscoe Village",189585137,"Sarah","North Center",41.94434,-87.6835,"Entire home/apt",297,2,1,"2020-03-15",0.16,2,294
4865,"ELITE LUXURY 1 BEDROOM Modern ROOF TOP SUN DECK",49626033,"Roma","Near North Side",41.89896,-87.62084,"Entire home/apt",105,31,0,"",NA,27,365
4866,"Modern 1 Bedroom FREE Parking/Laundry BLUE-LINE",49626033,"Roma","Jefferson Park",41.97813,-87.76441,"Entire home/apt",49,31,1,"2020-04-14",0.19,27,266
4867,"ROWULA HOUSE - WARM AFRICAN HOSPITALITY IN CHICAGO",13784535,"Omar","South Chicago",41.73711,-87.54816,"Private room",45,1,1,"2020-08-31",1,1,357
4868,"Central 3bdr near United Center w Free  parking",305980870,"Candy","East Garfield Park",41.8805,-87.69521,"Entire home/apt",79,2,30,"2020-03-12",2.83,1,79
4869,"ELITE LOCATION 2BED|2BATH BY HANCOCK TOWER LAUNDRY",55199486,"Furnished Rental","Near North Side",41.89812,-87.62242,"Entire home/apt",150,31,1,"2020-08-14",0.77,15,308
4870,"LOCATION!!! 1 BEDROOM APARTMENT ON MICHIGAN AVE",55199486,"Furnished Rental","Near North Side",41.89919,-87.62095,"Entire home/apt",120,31,1,"2020-08-01",0.58,15,365
4871,"Spacious Suite in a Great Logan Square Location!",185554981,"Calvin","Logan Square",41.92265,-87.71943,"Entire home/apt",48,3,16,"2020-09-18",1.66,1,18
4872,"Come and enjoy lakeside special atmosphere breeze.",305361480,"Jjjjj","South Shore",41.7629,-87.57878,"Private room",35,1,0,"",NA,1,179
4873,"Oasis Collection The Heart Wicker Park! Luxury",10837582,"Dw","West Town",41.90863,-87.67478,"Entire home/apt",166,3,15,"2020-09-07",1.42,3,177
4874,"Lincoln Park Light-Filled Loft",89891209,"Amy","Lincoln Park",41.91887,-87.65599,"Entire home/apt",160,2,21,"2020-08-30",2.04,1,72
4875,"Lovely private Room in Great area (2)",305752765,"Johann","West Lawn",41.77459,-87.72195,"Private room",32,1,2,"2019-12-01",0.2,2,0
4876,"Cozy small bedroom",192364535,"Ana","South Lawndale",41.85156,-87.70203,"Private room",25,1,11,"2020-08-23",1.05,1,78
4877,"An elegant Chicago Northside Getaway",1099109,"Jason","Lake View",41.95404,-87.6705,"Entire home/apt",129,1,11,"2020-09-12",1.11,3,347
4878,"Rogers Park/Loyola beach townhouse - free parking!",121659213,"Jay & Lis","Rogers Park",42.00789,-87.65901,"Entire home/apt",90,2,12,"2020-05-01",1.14,1,18
4879,"LT Willis Tower Apartment Patio/Grill 420 Friendly",35342456,"Roberto","Portage Park",41.9405,-87.75563,"Entire home/apt",200,31,0,"",NA,16,364
4880,"Stunning 6 BR Home * Chicago * Centrally Located",111651194,"Habs","Albany Park",41.96335,-87.72326,"Entire home/apt",329,2,11,"2020-03-16",1.04,1,343
4881,"Spacious, Economical room near Wrigley, Red, buses",306644297,"Robert","Uptown",41.95657,-87.64889,"Private room",55,7,1,"2020-01-19",0.12,1,359
4882,"Corner 1BR + Terrace in middle of downtown Chi!",33127842,"Kari","Near North Side",41.89719,-87.63161,"Entire home/apt",155,32,2,"2020-03-31",0.21,26,308
4883,"Bottle Top -  2B/1BA Band Apt above Empty Bottle",7218128,"Sarah","West Town",41.90011,-87.68586,"Entire home/apt",118,2,5,"2020-08-30",0.79,1,28
4884,"NORTHWESTERN Smart TV & WIFI & IN UNIT LAUNDRY",49626033,"Roma","Near North Side",41.89803,-87.62032,"Entire home/apt",250,7,3,"2020-02-07",0.31,27,365
4885,"Your brand new Chicago suite (unit 1F)",90647587,"Keith","New City",41.80997,-87.64083,"Entire home/apt",49,2,34,"2020-09-11",3.62,2,306
4886,"Buddha’s Lair",4006669,"Katharine","South Shore",41.75367,-87.56993,"Private room",22,2,3,"2020-01-03",0.3,2,0
4887,"Chic and modern home in the coolest neighborhood",306943744,"Joe","Lower West Side",41.85936,-87.65933,"Entire home/apt",300,1,0,"",NA,8,362
4888,"Cozy Room in Logan Square",26927503,"Amanda","Avondale",41.93329,-87.72082,"Private room",20,1,4,"2020-01-18",0.38,1,0
4889,"2 BEDROOM LAKEVIEW High Speed WiFi  BY WHOLE FOODS",3965428,"Rob","Lake View",41.93987,-87.66631,"Entire home/apt",85,31,0,"",NA,73,295
4890,"Edgewater apartment",7461683,"Kenan","Edgewater",41.98741,-87.65456,"Entire home/apt",250,3,1,"2020-05-18",0.24,1,90
4891,"PREMIUM LOCATION NEXT TO MICHIGAN MAGNIFICENT MILE",55199486,"Furnished Rental","Near North Side",41.89814,-87.62026,"Entire home/apt",105,210,0,"",NA,15,0
4892,"Trendy spacious apartment in Albany Park!",234610428,"O. Nefertiti","Albany Park",41.96358,-87.70693,"Private room",70,1,0,"",NA,1,0
4893,"GOATHOTE | NEWLY RENOVATED 4/2 APT | NEAR WRIGLEY",244000490,"Goathote","North Center",41.95172,-87.67592,"Entire home/apt",96,1,24,"2020-09-13",2.26,18,356
4894,"Great location - Cozy Logan Sq/Bucktown Apartment",263250899,"Martha","Logan Square",41.91863,-87.69124,"Entire home/apt",91,2,9,"2020-09-20",1.15,1,0
4895,"⭐ PRIVATE FLOOR ❤️ Safety Place ❤️ Free Parking⭐",105147142,"Tuan","Jefferson Park",41.97545,-87.77813,"Entire home/apt",51,1,45,"2020-09-07",4.34,4,156
4896,"A Stylish, sundrenched Chicago Ravenswood Flat",1099109,"Jason","Lake View",41.95422,-87.66927,"Entire home/apt",129,1,26,"2020-09-14",2.64,3,351
4897,"A Whimsical Fairy-tale Loft in Ravenswood Chicago",1099109,"Jason","Lake View",41.95482,-87.67072,"Entire home/apt",99,1,19,"2020-09-14",1.92,3,326
4898,"East Pilsen art loft #3",49816545,"Suzanne","Lower West Side",41.85635,-87.64239,"Entire home/apt",95,1,56,"2020-05-18",5.3,3,0
4899,"Clean and Modern room is Brand New Condo",22126268,"Dee","West Town",41.89339,-87.66023,"Private room",55,1,1,"2019-12-27",0.11,1,84
4900,"NEW MODERN STUDIO IN FANTASTIC LOCATION WIFI FREE",49626033,"Roma","Near North Side",41.8982,-87.62055,"Entire home/apt",80,31,0,"",NA,27,365
4901,"Historic Beverly Area",307897974,"Jerome","Morgan Park",41.69533,-87.66814,"Entire home/apt",75,2,7,"2020-08-10",0.69,1,166
4902,"TOP FLOOR FANTASTIC LOCATION NETFLIX | WIFI FREE",49626033,"Roma","Near North Side",41.8993,-87.62059,"Entire home/apt",80,28,2,"2020-01-01",0.19,27,365
4903,"Private cozy room",170115907,"Jose","Mckinley Park",41.83029,-87.68487,"Private room",33,1,6,"2020-09-20",0.57,2,327
4904,"Beautiful Arty Bucktown Haven",23754311,"Elisabeth","Logan Square",41.92363,-87.68104,"Entire home/apt",115,2,1,"2019-12-01",0.1,2,0
4905,"Wrigley Miracles with Rooftop Deck",31514055,"Aaron","Lake View",41.94565,-87.65856,"Entire home/apt",110,30,1,"2019-12-11",0.1,1,353
4906,"Quiet, cozy, and convenient Logan Square apartment",281029658,"Veronica","Logan Square",41.92833,-87.71529,"Entire home/apt",99,2,7,"2020-08-30",0.8,1,76
4907,"IMMACULATE Brand New Penthouse Downtown Chicago!",265211584,"Tbfs","Near West Side",41.88291,-87.66876,"Entire home/apt",199,2,12,"2020-02-03",1.14,3,2
4908,"3bd/2ba South Shore Colonial Home",44418,"Kimberli","South Shore",41.76025,-87.57752,"Entire home/apt",75,3,2,"2020-07-17",0.28,2,90
4909,"BEST LOCATION 2 BEDROOM W/LAUNDRY->Michigan AVENUE",49626033,"Roma","Near North Side",41.89817,-87.62248,"Entire home/apt",80,28,2,"2020-06-20",0.19,27,365
4910,"Downtown relax! 12 min ORD & Parking",65836557,"Aizhan","Jefferson Park",41.9709,-87.76184,"Private room",30,1,5,"2020-09-09",0.68,1,79
4911,"Classic & Comfortable 1BR Walk to United Center!",44773457,"Brad","Near West Side",41.87667,-87.67898,"Entire home/apt",76,32,7,"2020-09-11",0.78,4,331
4912,"2 Bedroom Apt/Private Patio",198696003,"Margaret","West Town",41.89878,-87.68862,"Entire home/apt",139,2,2,"2020-02-17",0.22,2,0
4913,"2BR Modern Updated Apartment in Great Location!!",61310311,"Sal","Avondale",41.93397,-87.69002,"Entire home/apt",60,2,2,"2020-03-25",0.29,1,139
4914,"Newly furnished 6 BR / 4 BA house for 12 guests!",44773457,"Brad","Near West Side",41.87822,-87.67987,"Entire home/apt",301,3,0,"",NA,4,281
4915,"Jaunt￨Lovely & Spacious Apt￨Lincoln Park￨Backyard",291819598,"Jaunt","Lincoln Park",41.92631,-87.67126,"Entire home/apt",97,2,3,"2020-09-13",3,4,145
4916,"Coach House Accomodates 2 - 4 ppl",258823227,"Kenya","South Chicago",41.74881,-87.56857,"Entire home/apt",99,1,2,"2020-01-01",0.22,4,291
4917,"Beautifully Renovated, Spacious Urban Getaway",160062005,"Nancy","Edgewater",41.99669,-87.67403,"Entire home/apt",195,2,7,"2020-03-15",0.79,2,0
4918,"Divine 2 Bedroom Apartment with Great Hosts + WiFi",155936942,"Davonte","Austin",41.91149,-87.76021,"Entire home/apt",79,1,4,"2020-03-14",0.4,1,0
4919,"Gorgeous Modern Loft!High ceilings & very spacious",1001943,"Demos","Logan Square",41.93278,-87.68474,"Private room",100,7,0,"",NA,1,363
4920,"Clara's Room and Bath",256276230,"Maria A","Grand Boulevard",41.82296,-87.6182,"Private room",57,1,1,"2020-02-17",0.14,2,365
4921,"Logan Square Gem",23026846,"Ingrid","Logan Square",41.9222,-87.70218,"Private room",65,2,10,"2020-03-08",1.03,1,139
4922,"Chicago Vintage Neighborhood Gem",28465841,"Hillary","West Ridge",41.98668,-87.69134,"Entire home/apt",125,3,4,"2020-09-19",1.54,1,116
4923,"Clean & Spacious 3BR Condo Perfect for Staycation",259688317,"Vincent & Sofia","West Ridge",41.99659,-87.70337,"Entire home/apt",107,1,13,"2020-06-24",1.31,17,207
4924,"Extended work stay loft in the West Loop",1139947,"Yas","Near West Side",41.88513,-87.64699,"Entire home/apt",110,32,0,"",NA,3,177
4925,"Bright, Airy Andersonville Loft",210201422,"Marie & Barbara","Edgewater",41.98084,-87.67091,"Entire home/apt",96,1,3,"2020-02-23",0.31,1,68
4926,"Sweet home",220264376,"Askar","Jefferson Park",41.97265,-87.76335,"Private room",30,1,0,"",NA,1,80
4927,"Chicago: Entire Jr. One Bedroom Apartment",276398660,"Tony","Loop",41.86776,-87.6249,"Entire home/apt",80,4,1,"2020-02-16",0.14,1,0
4928,"Wicker Park Crown",19177713,"Jean-Marc","West Town",41.90723,-87.66747,"Entire home/apt",75,28,1,"2020-04-30",0.21,2,49
4929,"TBCC -The BIG COMFY COUCH",6452801,"Idris","Greater Grand Crossing",41.76696,-87.63211,"Shared room",25,2,2,"2020-07-12",0.28,2,356
4930,"Huge studio near WrigleyField & Boystown 🌵",252408635,"Les Petites","Uptown",41.9568,-87.65007,"Entire home/apt",83,1,8,"2020-09-14",0.81,2,91
4931,"Nomadic Bohemian Duplex in Humboldt Park",90924431,"Magdalena","Humboldt Park",41.90645,-87.71745,"Entire home/apt",130,14,0,"",NA,1,0
4932,"United Center Luxury Hideaway",308826986,"Michael","Near West Side",41.87686,-87.68019,"Entire home/apt",70,2,21,"2020-09-05",2.25,1,38
4933,"Happy home &Privacy Easy clean Commute JettedTub",152918055,"Tiffany","Austin",41.88321,-87.77277,"Entire home/apt",85,2,1,"2019-12-27",0.11,5,294
4934,"4bedrm Garden unit/ SouthLoop/Pilsen.",306943744,"Joe","Lower West Side",41.85949,-87.65867,"Entire home/apt",185,1,2,"2019-12-23",0.2,8,365
4935,"Chic Chicago Condo in River West",69579889,"Carolyn","West Town",41.89394,-87.64866,"Entire home/apt",175,2,7,"2020-03-09",0.79,1,0
4936,"Cozy Private Bedroom and Bath",85024785,"Ifeoluwa","Grand Boulevard",41.81653,-87.61274,"Private room",50,5,0,"",NA,1,89
4937,"30 E. Huron #3103 Private Residence",257464365,"Kevin","Near North Side",41.89566,-87.62766,"Entire home/apt",89,30,2,"2020-02-01",0.21,15,80
4938,"🦋Modern One Bedroom Near Downtown Chicago 🦋",3986873,"Elena","Lower West Side",41.84958,-87.68011,"Entire home/apt",90,3,6,"2020-04-25",0.68,11,325
4939,"30 E. Huron #1308 Private Residence",257464365,"Kevin","Near North Side",41.89467,-87.62752,"Entire home/apt",89,30,1,"2020-08-08",0.67,15,40
4940,"Kasa | Chicago | Urban 1BD/1BA Plus Den South Loop Apartment",88566861,"Kasa","Loop",41.87003,-87.6321,"Entire home/apt",141,2,23,"2020-09-05",2.32,45,330
4941,"Kasa | Chicago | Classy 2BD/2BA South Loop Apartment",88566861,"Kasa","Loop",41.87082,-87.63218,"Entire home/apt",215,2,39,"2020-09-13",3.95,45,277
4942,"Kasa | Chicago | Hip 1BD/1BA South Loop Apartment",88566861,"Kasa","Loop",41.86985,-87.6305,"Entire home/apt",124,2,9,"2020-08-30",0.96,45,360
4943,"Hidden Gem(Pilsen)",309044731,"Gem","Lower West Side",41.85953,-87.66058,"Entire home/apt",99,3,11,"2020-09-06",1.11,1,79
4944,"CLEAN APARTMENT BY RUSH UIC & LOOP + FREE PARKING",55976787,"Natalia","Near West Side",41.87193,-87.66485,"Private room",25,10,27,"2020-04-02",2.64,11,152
4945,"Comfy bedroom in a large home",305083021,"Nikki","New City",41.81337,-87.64124,"Private room",45,2,0,"",NA,2,179
4946,"CLEAN DOWNTOWN APARTMENT, SAFE AREA + FREE PARKING",55976787,"Natalia","Near West Side",41.87147,-87.66432,"Private room",25,10,20,"2020-04-17",1.93,11,158
4947,"Ideal Loop 1BR w/ Gym, Pool, nr. Theatre District, by Blueground",107434423,"Blueground","Loop",41.88558,-87.6257,"Entire home/apt",116,30,0,"",NA,205,310
4948,"Great location In Lakeview East",309203192,"Nicole","Lake View",41.93501,-87.6429,"Private room",70,2,5,"2020-08-16",0.51,1,316
4949,"Comfy Jeanique’s",305389173,"Lumani Jean","Grand Boulevard",41.80387,-87.60942,"Entire home/apt",150,1,9,"2020-02-16",0.89,1,0
4950,"Old Irving Park/ Avondale Free Street Parking",31378386,"Proper Stays","Irving Park",41.94098,-87.73155,"Private room",34,75,1,"2020-07-31",0.57,9,285
